WKT,municipio_colonia
"MULTIPOLYGON (((-109.911114991275 27.5206820124765,-109.911672925613 27.5205347214849,-109.912190466772 27.5205619986292,-109.912785363993 27.5207569261173,-109.912781540723 27.5208419559118,-109.912780622462 27.5212374534568,-109.912779682445 27.5216426783547,-109.91277875043 27.5220444867125,-109.912777801118 27.5224532218211,-109.912776318391 27.5230921974361,-109.912775799374 27.5233155792696,-109.91277485914 27.523720849258,-109.912773909804 27.5241295834283,-109.914126179725 27.5241470748926,-109.914129899774 27.52455928239,-109.914144198953 27.524951081531,-109.912772111156 27.5249043790414,-109.911199845993 27.5248920768205,-109.911192750244 27.5245464287038,-109.91118401563 27.5241066933362,-109.911175916776 27.5237048531778,-109.91116788524 27.5233063809783,-109.911158671456 27.5228492516435,-109.911150502381 27.5224439430394,-109.91114212474 27.5220282552994,-109.911133884518 27.521619398748,-109.91112585501 27.5212210196038,-109.911117814536 27.5208221340163,-109.911114991275 27.5206820124765)))","Cajeme, Nuevo Amanecer"
"MULTIPOLYGON (((-109.923851147524 27.511738805878,-109.923851689216 27.5112767082893,-109.923841567375 27.5108413517809,-109.923856235001 27.5096629004223,-109.923861950846 27.5092036849524,-109.923863502389 27.5090790714574,-109.923856678119 27.508635191451,-109.926004455703 27.5086646371324,-109.926614951746 27.5086693269806,-109.926616900485 27.5096832323628,-109.926618348765 27.5104365229499,-109.926620959862 27.5117953490702,-109.925998570017 27.5117826481101,-109.925237511337 27.5117671144266,-109.924487253419 27.5117517960586,-109.924141710121 27.5117447404223,-109.923851147524 27.511738805878)))","Cajeme, Nuevo Cajeme"
"MULTIPOLYGON (((-109.943521207975 27.454814407194,-109.943048994589 27.4548145427966,-109.943057639558 27.453444913847,-109.942753926346 27.4534439873815,-109.942737660715 27.453396340128,-109.942613861491 27.4530644522673,-109.942595390122 27.4530133635995,-109.941942686778 27.4530160884326,-109.941989308976 27.4525641820328,-109.941865427035 27.4523068600045,-109.941921096184 27.452242165214,-109.941925599672 27.4511293766164,-109.942025320564 27.4511282023998,-109.942189414247 27.451126687052,-109.943041474414 27.4511188137268,-109.943635069408 27.451106835706,-109.944133770526 27.4511170534577,-109.944612753689 27.4511212737836,-109.945121277862 27.4511170408974,-109.945647165135 27.4511170010827,-109.946951168977 27.4510984731906,-109.946974030103 27.451098953083,-109.947529534623 27.4511106289183,-109.948085872325 27.4511076707177,-109.94936729627 27.4511152164775,-109.95120017209 27.4511094160839,-109.952560717806 27.4510936283037,-109.953173110731 27.4510982308093,-109.953173286265 27.4512597929416,-109.953173356643 27.4513247209642,-109.953173675791 27.4516198108855,-109.953174852522 27.4527059723441,-109.953175925882 27.4536972581851,-109.9531771291 27.4548094681042,-109.952496206246 27.4548100288079,-109.950532152464 27.4548117037338,-109.950047868513 27.4548121119969,-109.949551343491 27.4548125299399,-109.94808883475 27.4548130117282,-109.947526672452 27.4548131892346,-109.947001552056 27.4548162999811,-109.94604602112 27.4548136526362,-109.945055907101 27.4548139534549,-109.944532975807 27.4548141127318,-109.943521207975 27.454814407194)))","Cajeme, Oscar Russo Vogel"
"MULTIPOLYGON (((-109.965976929422 27.4956242948196,-109.965562517832 27.4939084971442,-109.965384478989 27.4932595772328,-109.965015126967 27.4920356516949,-109.965020418555 27.492002905293,-109.965033959479 27.4919191045079,-109.965044137635 27.4918380316205,-109.965054104996 27.4917549800568,-109.96506718582 27.4917227849092,-109.965098755998 27.4916450884069,-109.965192055299 27.4915161075997,-109.965237540012 27.491477989478,-109.965274760235 27.4914467978501,-109.965301973946 27.4914239917095,-109.965344526645 27.4914070569669,-109.965439661271 27.4913691951849,-109.965712511179 27.4913408392689,-109.96599073015 27.4913852619217,-109.966343040233 27.4917948184964,-109.966618887264 27.4921800507026,-109.9669586784 27.4925666308775,-109.967230541823 27.4927804505463,-109.967553874751 27.4930053699659,-109.967921415308 27.4931854517721,-109.967942395204 27.4931923369109,-109.96874235035 27.4934548815629,-109.969234357209 27.4936762917036,-109.96955388651 27.4941243179969,-109.969679611129 27.4945717869266,-109.969667809573 27.4946974280474,-109.969541936084 27.4947977821673,-109.969371106028 27.4948471596882,-109.969228904525 27.4948714280583,-109.968962621482 27.4948036192242,-109.968634110305 27.4947100279896,-109.967997868278 27.4947306324589,-109.967450546784 27.4949595298936,-109.966902041883 27.495315024475,-109.966604009288 27.4956065409349,-109.966451966833 27.4960763986059,-109.965976929422 27.4956242948196)))","Cajeme, Ostimuri"
"MULTIPOLYGON (((-109.956566960306 27.4938444947558,-109.956548128041 27.4918534552819,-109.956545102018 27.4915334717051,-109.956539006625 27.4905221251039,-109.95654362389 27.4899507685943,-109.956547785061 27.4894359037406,-109.956552653652 27.4888333209208,-109.956557571549 27.4882247224733,-109.957171343099 27.4885497358674,-109.957399981876 27.4886708064463,-109.95775155026 27.4888569697981,-109.957884869482 27.4889275662873,-109.957987517568 27.4889819195086,-109.958350029521 27.4891738767264,-109.958528067879 27.4892681504197,-109.958831814277 27.4894289868894,-109.959542615907 27.4898053592989,-109.959538358493 27.4899167078687,-109.959506467546 27.4906214595864,-109.95950363699 27.4906828480774,-109.959487947337 27.491030022409,-109.959481950548 27.4911532212026,-109.95945484936 27.4917469352208,-109.959450847893 27.4918478701258,-109.959299668345 27.4918481631836,-109.958792132488 27.4918491434846,-109.958345787413 27.4918500022015,-109.957761407494 27.4918511293841,-109.957758875933 27.4923475840058,-109.95775274096 27.4935504314287,-109.957751255223 27.4938415572622,-109.95764133692 27.4938418302916,-109.957279196623 27.4938427298149,-109.956566960306 27.4938444947558)))","Cajeme, Otancahui"
"MULTIPOLYGON (((-109.941449132704 27.4572474578273,-109.941440305955 27.4569096890299,-109.941449788409 27.455843470116,-109.94145364609 27.4554096754681,-109.941771365775 27.4554235217818,-109.942717525468 27.4554365960319,-109.943039697826 27.4554439129615,-109.943025431079 27.4564096316922,-109.943027254643 27.4569199720233,-109.943028452147 27.4572549177687,-109.942240942479 27.4572511976519,-109.941449132704 27.4572474578273)))","Cajeme, Palma Real"
"MULTIPOLYGON (((-109.921541996336 27.4824065292226,-109.917003030898 27.4824566609162,-109.912774136923 27.4825031605151,-109.912405520689 27.4825072940267,-109.912328849261 27.4825072471677,-109.909939566291 27.482505762066,-109.907790993798 27.4825043908054,-109.905793820212 27.4825030850229,-109.902563241426 27.4825009160529,-109.9020424634 27.4825005527394,-109.900297794258 27.4825136743277,-109.898197977651 27.4825211015732,-109.898337272877 27.4677993689822,-109.89837757676 27.4637459014327,-109.889017165359 27.4566562171913,-109.875821928185 27.4464228534351,-109.87541874273 27.4462025816663,-109.875046521536 27.4461272375263,-109.873610926157 27.4461680516082,-109.873551261133 27.4441592839606,-109.872631273133 27.4441301409112,-109.872563498784 27.4440174675056,-109.872603613615 27.4409686926775,-109.873971970917 27.4409603807932,-109.873923135014 27.4403116719706,-109.877299403135 27.4429154652945,-109.899850386684 27.4605227144751,-109.905751590082 27.4651287784821,-109.906249919578 27.4655205856136,-109.914111858907 27.471701326938,-109.916757548983 27.4737810134348,-109.91813118858 27.4748643632951,-109.922823926399 27.4785651348392,-109.924903300081 27.4802048352993,-109.924902897779 27.4804816605864,-109.924950563994 27.4823095486221,-109.925131387508 27.4823113452604,-109.925189867705 27.482305074954,-109.92518880138 27.4824149375724,-109.925195055078 27.4825115714823,-109.924253579787 27.4824831238909,-109.921541996336 27.4824065292226)))","Cajeme, Parque Industrial"
"MULTIPOLYGON (((-109.924330811768 27.4520946389254,-109.924332572571 27.4519144131725,-109.924333632719 27.451061664016,-109.924334324044 27.450505734027,-109.924326421582 27.4494820098533,-109.924858551814 27.4494822600584,-109.925556774088 27.4494895037811,-109.926794087342 27.4494808970399,-109.928626108542 27.4494891018987,-109.929203206307 27.4494835209867,-109.929178970996 27.4505053619911,-109.929175014823 27.4516016638185,-109.929173890349 27.4519132507649,-109.929191552124 27.452368770457,-109.929186463191 27.4525508236056,-109.929070699343 27.4525531481397,-109.92864193174 27.4525590146633,-109.928529883601 27.4525589975375,-109.928455138209 27.4525704348582,-109.926835082279 27.4526056100954,-109.926708458814 27.4526083383634,-109.926674842949 27.4526073809154,-109.924957837685 27.4526124823221,-109.92483243581 27.4526108331742,-109.92477910786 27.4526111245402,-109.92433961402 27.4526085910337,-109.924258215866 27.4526061646552,-109.924246875409 27.4523637264718,-109.924330811768 27.4520946389254)))","Cajeme, Paseo Alameda"
"MULTIPOLYGON (((-109.939799174223 27.4564327620622,-109.939806906419 27.4558836381193,-109.939804425483 27.4552511750774,-109.939914963437 27.4552426404823,-109.940052465405 27.455243687043,-109.940181965002 27.4552443448616,-109.940188878471 27.4553586719511,-109.941092630914 27.4553480208567,-109.941103373993 27.4552516800292,-109.941246953467 27.4552527714096,-109.941398020767 27.4552539194478,-109.941455028859 27.4552541614399,-109.94145364609 27.4554096754681,-109.941449788409 27.455843470116,-109.941199584086 27.455848874074,-109.940125642192 27.456421503826,-109.939799174223 27.4564327620622)))","Cajeme, Pedregal"
"MULTIPOLYGON (((-109.896580224261 27.5231465734778,-109.896952343297 27.522921585069,-109.896965794649 27.5241895358692,-109.896973028599 27.5246713828318,-109.896980937 27.5251981839501,-109.896779363929 27.5252001554829,-109.896848380571 27.5318971965494,-109.892682209442 27.5319355283763,-109.89259854498 27.5277421566343,-109.892571270724 27.5263424984624,-109.892549548338 27.5252473561327,-109.892549301393 27.5245950129513,-109.892548769549 27.5231941623612,-109.896580224261 27.5231465734778)))","Cajeme, Pioneros de Cajeme"
"MULTIPOLYGON (((-109.957526805301 27.5106344430924,-109.957323027199 27.5105322314803,-109.957526963888 27.5087308227866,-109.959010207438 27.5088659784022,-109.959041102591 27.5093389679511,-109.959089096818 27.5095539553332,-109.959320391819 27.5106490239073,-109.95929418569 27.5109907550554,-109.957526805301 27.5106344430924)))","Cajeme, Portofino Seccion Palermo"
"MULTIPOLYGON (((-109.965758521018 27.4690627878055,-109.965761735324 27.4686483687176,-109.965765381964 27.4682293892872,-109.965766106922 27.4678048263222,-109.965766667309 27.467375291064,-109.965767147815 27.4669493498412,-109.96576074321 27.4665249447918,-109.965763818582 27.466091059989,-109.965768587407 27.4656751794974,-109.965776072054 27.4652464809633,-109.965786043228 27.4646315961402,-109.967438577533 27.4646001286452,-109.971764121156 27.4645264330407,-109.971751893737 27.4690566884988,-109.971587113576 27.4690577111549,-109.96726601759 27.469069748117,-109.966310107351 27.4690648403244,-109.965758521018 27.4690627878055)))","Cajeme, Posada del Sol"
"MULTIPOLYGON (((-109.99198195104 27.4895668744985,-109.99198623248 27.4883128645197,-109.991988427153 27.4876697130241,-109.992005277264 27.4827315946625,-109.994090687217 27.4827532084458,-109.994239432248 27.4827547485691,-109.994139111755 27.4896080272625,-109.994083478299 27.4896067202758,-109.993886291638 27.48959998974,-109.993776321701 27.4895697150543,-109.992085067213 27.4895966264221,-109.99198195104 27.4895668744985)))","Cajeme, Posta Itson"
"MULTIPOLYGON (((-109.956529736091 27.4577448556653,-109.955493871978 27.4577809906185,-109.954436541386 27.4577928791208,-109.953200777439 27.4577882991589,-109.953193064964 27.4572441145024,-109.953191535206 27.4570104700331,-109.953189973503 27.4567718694809,-109.953189729824 27.4567345853727,-109.95318668197 27.4562688385917,-109.953183505361 27.455783643766,-109.953180298506 27.4552936502789,-109.9531771291 27.4548094681042,-109.953911657262 27.454815774169,-109.954296990068 27.4548168315412,-109.955834540389 27.4548210486931,-109.959661595284 27.4548315449261,-109.961245907684 27.4548536085792,-109.961212609953 27.4577282730496,-109.956529736091 27.4577448556653),(-109.95855264751 27.4571121332241,-109.960956957717 27.4571370054979,-109.961027429492 27.4549441085974,-109.958558932089 27.4549235008199,-109.95855264751 27.4571121332241)))","Cajeme, Pradera Bonita  I"
"MULTIPOLYGON (((-109.9531771291 27.4548094681042,-109.953175925882 27.4536972581851,-109.953174852522 27.4527059723441,-109.953173675791 27.4516198108855,-109.953173356643 27.4513247209642,-109.953252299763 27.4513257383336,-109.956166888741 27.4513692947824,-109.956521955952 27.4513804743975,-109.961285502441 27.4514352758138,-109.961245907684 27.4548536085792,-109.959661595284 27.4548315449261,-109.955834540389 27.4548210486931,-109.954296990068 27.4548168315412,-109.953911657262 27.454815774169,-109.9531771291 27.4548094681042)))","Cajeme, Pradera Bonita Ii"
"MULTIPOLYGON (((-109.937984447227 27.5707365199935,-109.937970338227 27.5704745746556,-109.937940978208 27.5700692435674,-109.937910367304 27.5696026395368,-109.939573323859 27.5696171634368,-109.941058513963 27.5696315359847,-109.941389795911 27.569634509561,-109.941407848802 27.5709460629543,-109.941020505045 27.5709424923836,-109.939564426063 27.5707387110433,-109.937984447227 27.5707365199935)))","Cajeme, Praderas"
"MULTIPOLYGON (((-109.96544977458 27.4827261017276,-109.964095115638 27.4827213538135,-109.963504597292 27.4827192805801,-109.962402992822 27.4827154054633,-109.961015407326 27.4827105120225,-109.961076435467 27.4825756406174,-109.961069687871 27.4819515674979,-109.961979316176 27.4819500669198,-109.964087194047 27.4819614937798,-109.964080478624 27.4815622066098,-109.96407636171 27.4811645039301,-109.964074930218 27.4807590322675,-109.964069839669 27.4803721944316,-109.964043259657 27.480027504834,-109.964033363829 27.4795941788941,-109.964008206014 27.4791915517618,-109.963988929958 27.4787786480746,-109.963998623995 27.4783608010532,-109.963962343948 27.4780415882142,-109.965302673809 27.4780292735031,-109.965685850225 27.4780366107848,-109.965813127861 27.478022512237,-109.966027900411 27.4780079977454,-109.967285561317 27.4780017406598,-109.967519302986 27.4779322325145,-109.967612642963 27.4779326483104,-109.96761510862 27.4780984255978,-109.967622603609 27.4786022683527,-109.967622235631 27.4790610639423,-109.967617485374 27.4795705615277,-109.967623905295 27.4800477535758,-109.967619436886 27.4804772897511,-109.967619934332 27.4805725692528,-109.967597524953 27.4819507389373,-109.967628431163 27.482733709453,-109.966877168193 27.4827310897229,-109.96544977458 27.4827261017276)))","Cajeme, Prados de La Laguna"
"MULTIPOLYGON (((-109.9532144277 27.4827025455085,-109.953221120599 27.4818095103607,-109.953226606665 27.4810773293745,-109.95322755769 27.4809504362982,-109.953230732728 27.4805267986476,-109.953235287625 27.4799188740169,-109.953240545522 27.4792172276952,-109.953247332262 27.4783113294764,-109.954026562476 27.4783090555912,-109.954585772513 27.4783074209721,-109.956550750768 27.4783016577216,-109.958208883974 27.4782981952957,-109.958186971011 27.4780354939136,-109.958531153321 27.4776520808041,-109.958902190763 27.4772695609739,-109.95926340369 27.4769045886903,-109.959654128331 27.4764985947552,-109.959742180394 27.4764015256745,-109.959860603599 27.4762716228402,-109.959930211989 27.4761783914314,-109.959954441975 27.4761535457535,-109.960352161206 27.4764406556345,-109.962129563552 27.4777237134824,-109.962326784819 27.4777086014946,-109.962401397253 27.4776826253773,-109.962536295578 27.4777616590813,-109.962818900862 27.4779308502532,-109.962895073505 27.4780630538564,-109.963962343948 27.4780415882142,-109.963998623995 27.4783608010532,-109.963988929958 27.4787786480746,-109.964008206014 27.4791915517618,-109.964033363829 27.4795941788941,-109.964043259657 27.480027504834,-109.963910439882 27.479880033948,-109.961939210794 27.4798849146796,-109.961081593204 27.4799110207846,-109.961079133287 27.4803665880052,-109.961078712808 27.4804456460515,-109.960487924048 27.4804474388039,-109.960136094336 27.4804463615445,-109.960135165368 27.4805093684079,-109.960142232207 27.4809018004965,-109.960143464155 27.4809702696601,-109.960143042491 27.4810147398096,-109.960139521163 27.481387037877,-109.960138893019 27.4814524096508,-109.960139936306 27.4815084183581,-109.960147004343 27.4818889721387,-109.960148194396 27.4819530642793,-109.960487837726 27.4819525098529,-109.961069687871 27.4819515674979,-109.961076435467 27.4825756406174,-109.961015407326 27.4827105120225,-109.957480305469 27.4827069482907,-109.956539944889 27.4827059860498,-109.954036866236 27.4827033939831,-109.9532144277 27.4827025455085)))","Cajeme, Prados del Tepeyac"
"MULTIPOLYGON (((-109.929194548044 27.4552853843975,-109.929058979634 27.455290397398,-109.927615898366 27.4552939820977,-109.925310058491 27.4552887167984,-109.924305278326 27.4552807780817,-109.922865790518 27.4552974651059,-109.921477684785 27.4552940667864,-109.921458984377 27.4549041810706,-109.921508313707 27.4548175486608,-109.92151671676 27.4536875821858,-109.921676567362 27.4536892782962,-109.921718778578 27.4536898944366,-109.922258756548 27.4537014101993,-109.922837232002 27.4537009938591,-109.92424923254 27.4536917278844,-109.925304778099 27.4536876468658,-109.927120754548 27.4536904230882,-109.929154690534 27.4536874255104,-109.929162673718 27.4534018470627,-109.92927015357 27.4534020820754,-109.932667161436 27.4534190671976,-109.932750949707 27.4533966332853,-109.932729691188 27.4548954061164,-109.932729666163 27.4552752312408,-109.932673232208 27.4552959938897,-109.929991784888 27.4552998510989,-109.929280583369 27.4552848576553,-109.929194548044 27.4552853843975)))","Cajeme, Primavera"
"MULTIPOLYGON (((-109.915933236267 27.4646119336433,-109.916362923698 27.4641070922305,-109.916350489399 27.4612451711876,-109.916823938545 27.4612655823421,-109.918827030704 27.4613269248332,-109.919641679696 27.4613639909257,-109.921439991696 27.4613661273836,-109.921531994285 27.4612471792967,-109.921522085378 27.4604945372961,-109.921517753586 27.4603976570766,-109.921496966881 27.4600735493893,-109.921497109518 27.4600039613421,-109.921789973702 27.4600407810833,-109.922858005664 27.4600362361713,-109.923814020781 27.4600321605341,-109.924368533856 27.4600297934574,-109.92483211848 27.4600289626069,-109.925392198366 27.4600279556266,-109.926780384878 27.4600254508916,-109.92736173688 27.460015647193,-109.92860266369 27.459994711559,-109.929152630168 27.459985428917,-109.929188106119 27.4613138403944,-109.929188124994 27.4613441076842,-109.929188434965 27.4618420277971,-109.92918923339 27.4631264813998,-109.929189376537 27.4633566808588,-109.929175162109 27.4640571805257,-109.929096734247 27.464052800895,-109.928700820709 27.4640455584201,-109.92864447818 27.4640277925376,-109.926806533448 27.464031286485,-109.924936561629 27.4640024160151,-109.924394681662 27.4640055426289,-109.922870113924 27.4639944614539,-109.921804803351 27.4640076313909,-109.921448392955 27.464012034991,-109.921448751575 27.4641250973919,-109.921449111152 27.4642381588216,-109.921450233872 27.4645918270467,-109.915933236267 27.4646119336433)))","Cajeme, Primero de Mayo"
"MULTIPOLYGON (((-109.973613831568 27.5010079433866,-109.973703352062 27.5009135108105,-109.973746650511 27.5007672239702,-109.973741151851 27.5002071237439,-109.97369917404 27.4973151062863,-109.973838475682 27.4973176125281,-109.975570300739 27.4973269451789,-109.977411106098 27.4973160467421,-109.978771155718 27.4973101930552,-109.980138982833 27.4973063295833,-109.981646173994 27.497312217384,-109.981658735335 27.4973900255674,-109.98203851236 27.4974092425138,-109.982077597898 27.4979392372539,-109.982051221997 27.4982421448073,-109.982057943066 27.4984439414909,-109.982026706244 27.4988089639944,-109.982028061021 27.4993604168739,-109.982031958664 27.5009476141182,-109.973613831568 27.5010079433866)))","Cajeme, Privada de La Laguna"
"MULTIPOLYGON (((-109.902501538152 27.4901664434439,-109.902521628159 27.488013139117,-109.902538523504 27.4867084140338,-109.902555144266 27.4854140127306,-109.902561072504 27.4849524778855,-109.902586121684 27.4828788814177,-109.902586429346 27.482853415143,-109.902563241426 27.4825009160529,-109.905793820212 27.4825030850229,-109.90548015531 27.4828070902054,-109.905488839275 27.4843308086271,-109.905478695151 27.4856342945595,-109.90547059184 27.4869277676871,-109.905461088935 27.4875795757179,-109.905461220463 27.4877915877947,-109.905463522539 27.4890841679517,-109.905454461141 27.4897886918721,-109.905453447366 27.490166495711,-109.903719326947 27.4901691856259,-109.902501538152 27.4901664434439)))","Cajeme, Privada El Campanario"
"MULTIPOLYGON (((-109.950105220535 27.4439579932005,-109.950106983265 27.4434130460841,-109.950107661215 27.4428901336085,-109.950108176163 27.4423786193531,-109.950108164118 27.4419211793919,-109.950104468615 27.4418460586666,-109.950064184677 27.441027139517,-109.950057979466 27.4409016158465,-109.95005770835 27.4404162976078,-109.950066128159 27.439985786132,-109.950066050487 27.4395379569013,-109.950063931012 27.439048228542,-109.950063858122 27.4386050833082,-109.950036622911 27.4381612806304,-109.950037834169 27.4376957751912,-109.95004053284 27.4374108033508,-109.953229471323 27.4374026122831,-109.953229843447 27.4375164582169,-109.953230616239 27.4377530531088,-109.953235147624 27.4391387825769,-109.953236399531 27.4395217461183,-109.953239174773 27.4408972277191,-109.953241281073 27.4419406164305,-109.953243215748 27.442899628195,-109.953245352301 27.4439585910248,-109.952642125675 27.4439584823991,-109.951166589442 27.4439582036899,-109.950105220535 27.4439579932005)))","Cajeme, Profa Esperanza Tiznado"
"MULTIPOLYGON (((-109.930138880045 27.5771484929508,-109.930141408063 27.5760670114058,-109.930148163553 27.5750255502308,-109.931230346183 27.5750336580625,-109.931231342906 27.5749308986919,-109.932138120965 27.5749754352698,-109.932123386119 27.5755341924949,-109.93211780669 27.5757457621652,-109.932170836388 27.5760529678446,-109.93219314335 27.5761090103906,-109.932222504282 27.5762818120234,-109.932228030219 27.5771509746611,-109.931209815338 27.5771520529285,-109.930138880045 27.5771484929508)))","Cajeme, Pueblo Nuevo"
"MULTIPOLYGON (((-109.95667663009 27.5165457578143,-109.959958887419 27.5151436558229,-109.960545374563 27.5159693726583,-109.961155440628 27.5159900282099,-109.961393762528 27.5163749299618,-109.957519169384 27.5179901350791,-109.95667663009 27.5165457578143)))","Cajeme, Puente Real Seccion Almeira"
"MULTIPOLYGON (((-109.955070105384 27.5120309665712,-109.955288063413 27.511907636839,-109.955367193062 27.5118626372551,-109.955692368381 27.5116777131995,-109.95578702033 27.5116238689751,-109.956129065275 27.5114293492212,-109.956213712162 27.5113812102583,-109.95701289746 27.5109267097224,-109.957123374122 27.5108638799654,-109.957303125619 27.5107616533512,-109.957526805301 27.5106344430924,-109.95909904183 27.5135070484047,-109.959015655337 27.5135075168587,-109.958766967825 27.513508916144,-109.958661637245 27.5135095084752,-109.958275230014 27.5135116818735,-109.957777663787 27.5136051640752,-109.955974328481 27.5144221756651,-109.955895025229 27.5140779223873,-109.955581007727 27.5132937242479,-109.955172002688 27.512415979586,-109.955070105384 27.5120309665712)))","Cajeme, Puente Real Seccion Andalucia"
"MULTIPOLYGON (((-109.953025154385 27.5097233207069,-109.954562895099 27.506520493253,-109.955288262663 27.5065441669752,-109.95539146456 27.5067327450476,-109.955441129293 27.5083495032451,-109.955152222556 27.5090197960355,-109.95513639592 27.5090758880213,-109.954976169591 27.5096179341358,-109.954969566627 27.5096402703346,-109.954915191651 27.5099974174465,-109.954536619145 27.5099384475353,-109.95398221575 27.5098011351663,-109.953025154385 27.5097233207069)))","Cajeme, Puente Real Seccion Asturias"
"MULTIPOLYGON (((-109.953803538795 27.5178786324473,-109.954143337872 27.5177206462487,-109.954222150819 27.5176844917426,-109.956302030156 27.5167192095212,-109.956398470479 27.5166746763842,-109.956611259107 27.5165765610542,-109.95667663009 27.5165457578143,-109.957519169384 27.5179901350791,-109.954744748569 27.5191268485534,-109.953803538795 27.5178786324473)))","Cajeme, Puente Real Seccion Cantabria"
"MULTIPOLYGON (((-109.956042940067 27.5147400089731,-109.958155353412 27.5137950661476,-109.958601609225 27.5136991387818,-109.959077302745 27.5138551486654,-109.959958887419 27.5151436558229,-109.95667663009 27.5165457578143,-109.956336624469 27.5156427249571,-109.956327846393 27.5156157417609,-109.956042940067 27.5147400089731)))","Cajeme, Puente Real Seccion Cataluña"
"MULTIPOLYGON (((-109.953025154385 27.5097233207069,-109.95398221575 27.5098011351663,-109.954536619145 27.5099384475353,-109.954915191651 27.5099974174465,-109.955490799279 27.5100439896517,-109.955692368381 27.5116777131995,-109.955367193062 27.5118626372551,-109.955288063413 27.511907636839,-109.955070105384 27.5120309665712,-109.954716905774 27.5122828744633,-109.954620429622 27.5123327150245,-109.954250460826 27.512518675345,-109.954147379134 27.5125710618929,-109.953784772395 27.5127554662429,-109.953702818894 27.5127968867999,-109.953311017963 27.5129865063878,-109.953230369714 27.5130302291695,-109.953049281298 27.5131230356889,-109.953064803469 27.513149521235,-109.95176322796 27.5138438855334,-109.951645866602 27.5139108966023,-109.951454806887 27.5140129448663,-109.951332610191 27.5140867169072,-109.951317062433 27.5136376580886,-109.952632039791 27.5105729792636,-109.952857170229 27.5099853250508,-109.952942178732 27.5098236031245,-109.953025154385 27.5097233207069)))","Cajeme, Puente Real Seccion Hispania"
"MULTIPOLYGON (((-109.956042940067 27.5147400089731,-109.956327846393 27.5156157417609,-109.956336624469 27.5156427249571,-109.95667663009 27.5165457578143,-109.956611259107 27.5165765610542,-109.956398470479 27.5166746763842,-109.956302030156 27.5167192095212,-109.954222150819 27.5176844917426,-109.954143337872 27.5177206462487,-109.953803538795 27.5178786324473,-109.952532932819 27.5162983771461,-109.956042940067 27.5147400089731)))","Cajeme, Puente Real Seccion Marbella"
"MULTIPOLYGON (((-109.951332610191 27.5140867169072,-109.951454806887 27.5140129448663,-109.951645866602 27.5139108966023,-109.95176322796 27.5138438855334,-109.953064803469 27.513149521235,-109.953049281298 27.5131230356889,-109.953230369714 27.5130302291695,-109.953311017963 27.5129865063878,-109.953702818894 27.5127968867999,-109.953784772395 27.5127554662429,-109.954147379134 27.5125710618929,-109.954250460826 27.512518675345,-109.954620429622 27.5123327150245,-109.954716905774 27.5122828744633,-109.955070105384 27.5120309665712,-109.955172002688 27.512415979586,-109.955581007727 27.5132937242479,-109.955895025229 27.5140779223873,-109.955974328481 27.5144221756651,-109.955859640064 27.5144743508734,-109.955331952837 27.514714402614,-109.955198458806 27.5147751308675,-109.954836466019 27.5149398036076,-109.954755433468 27.5149766650519,-109.954402033313 27.5151374282579,-109.95235134986 27.5160702603929,-109.951332610191 27.5140867169072)))","Cajeme, Puente Real Seccion Miraflores"
"MULTIPOLYGON (((-109.950631325495 27.2679167149429,-109.950242511097 27.2676539891745,-109.949843637733 27.267721925532,-109.949582019046 27.2677468655494,-109.949357290183 27.2677781969685,-109.948903531065 27.2677160895533,-109.948216877931 27.2676803576383,-109.948068868378 27.2679935319158,-109.947408488657 27.268074169751,-109.947098550874 27.2679984629995,-109.946820116173 27.2676294956521,-109.946209922789 27.2676126727755,-109.946194801611 27.2669577692457,-109.944118246885 27.266871187217,-109.944202270478 27.2660891615095,-109.944061312501 27.2656551898188,-109.944131038386 27.2652276983361,-109.944128501878 27.2643374032157,-109.943286052951 27.2642821287836,-109.943260338776 27.2628859101365,-109.941371837101 27.2628912045258,-109.941356408993 27.2622717621873,-109.946124206462 27.2622539383646,-109.94615929253 27.2598389612126,-109.946781919158 27.2598387561741,-109.947508710616 27.2598209878142,-109.947519135018 27.2594481940951,-109.948834166698 27.2594499365903,-109.948705994887 27.2591011326549,-109.948550445631 27.2590534937395,-109.948452387789 27.2590038413578,-109.948445696326 27.258842366716,-109.948530209935 27.2585861907589,-109.948913401814 27.2585817318051,-109.94913637797 27.2585643041342,-109.949245604387 27.2585557667139,-109.949317390521 27.2585501549227,-109.949648489146 27.2585242754687,-109.948934696387 27.2540698936732,-109.94873024226 27.2534030959564,-109.948511095432 27.2528438031772,-109.947916030485 27.2515185895724,-109.950433447607 27.2514648005697,-109.950377268212 27.2527851217554,-109.949358664914 27.2528459630642,-109.949268341047 27.2531387836043,-109.949566369248 27.2540410814611,-109.950290184427 27.2590088960641,-109.950374708595 27.2595889865675,-109.950953712166 27.2595750353453,-109.951657982232 27.2595422450508,-109.952323841548 27.2595412199536,-109.953175748891 27.2595435874381,-109.95319945951 27.2608420636697,-109.953225555055 27.2629442318497,-109.953245134002 27.2645830265564,-109.953302762734 27.2660901244945,-109.953393910479 27.2689118244621,-109.951379009626 27.2689024318244,-109.9512435032 27.268352736885,-109.951032782229 27.2681879813668,-109.950996207471 27.268163267099,-109.95080497094 27.2680340487554,-109.950631325495 27.2679167149429)))","Cajeme, Quetchehueca"
